,AAsubid,DMSBeh1_AbsLoad01_Acc,DMSBeh1_AbsLoad01_NResp,DMSBeh1_AbsLoad01_RT,DMSBeh1_AbsLoad02_Acc,DMSBeh1_AbsLoad02_NResp,DMSBeh1_AbsLoad02_RT,DMSBeh1_AbsLoad03_Acc,DMSBeh1_AbsLoad03_NResp,DMSBeh1_AbsLoad03_RT,DMSBeh1_AbsLoad04_Acc,DMSBeh1_AbsLoad04_NResp,DMSBeh1_AbsLoad04_RT,DMSBeh1_AbsLoad05_Acc,DMSBeh1_AbsLoad05_NResp,DMSBeh1_AbsLoad05_RT,DMSBeh1_AbsLoad06_Acc,DMSBeh1_AbsLoad06_NResp,DMSBeh1_AbsLoad06_RT,DMSBeh1_AbsLoad07_Acc,DMSBeh1_AbsLoad07_NResp,DMSBeh1_AbsLoad07_RT,DMSBeh1_AbsLoad08_Acc,DMSBeh1_AbsLoad08_NResp,DMSBeh1_AbsLoad08_RT,DMSBeh1_AbsLoad09_Acc,DMSBeh1_AbsLoad09_NResp,DMSBeh1_AbsLoad09_RT,DMSBeh1_Cap,DMSBeh1_RelLoad01_Acc,DMSBeh1_RelLoad01_NResp,DMSBeh1_RelLoad01_RT,DMSBeh1_RelLoad02_Acc,DMSBeh1_RelLoad02_NResp,DMSBeh1_RelLoad02_RT,DMSBeh1_RelLoad03_Acc,DMSBeh1_RelLoad03_NResp,DMSBeh1_RelLoad03_RT,DMSBeh1_RelLoad04_Acc,DMSBeh1_RelLoad04_NResp,DMSBeh1_RelLoad04_RT,DMSBeh1_RelLoad05_Acc,DMSBeh1_RelLoad05_NResp,DMSBeh1_RelLoad05_RT,DMSBeh1_RelLoad06_Acc,DMSBeh1_RelLoad06_NResp,DMSBeh1_RelLoad06_RT,FRTBeh1_AbsLoad01_Acc,FRTBeh1_AbsLoad01_NResp,FRTBeh1_AbsLoad01_RT,FRTBeh1_AbsLoad02_Acc,FRTBeh1_AbsLoad02_NResp,FRTBeh1_AbsLoad02_RT,FRTBeh1_AbsLoad03_Acc,FRTBeh1_AbsLoad03_NResp,FRTBeh1_AbsLoad03_RT,FRTBeh1_AbsLoad04_Acc,FRTBeh1_AbsLoad04_NResp,FRTBeh1_AbsLoad04_RT,FRTBeh1_AbsLoad05_Acc,FRTBeh1_AbsLoad05_NResp,FRTBeh1_AbsLoad05_RT,FRTBeh1_Cap,FRTBeh1_RelLoad01_Acc,FRTBeh1_RelLoad01_NResp,FRTBeh1_RelLoad01_RT,FRTBeh1_RelLoad02_Acc,FRTBeh1_RelLoad02_NResp,FRTBeh1_RelLoad02_RT,FRTBeh1_RelLoad03_Acc,FRTBeh1_RelLoad03_NResp,FRTBeh1_RelLoad03_RT,FRTBeh1_RelLoad04_Acc,FRTBeh1_RelLoad04_NResp,FRTBeh1_RelLoad04_RT,FRTBeh1_RelLoad05_Acc,FRTBeh1_RelLoad05_NResp,FRTBeh1_RelLoad05_RT,FRTBeh1_RelLoad06_Acc,FRTBeh1_RelLoad06_NResp,FRTBeh1_RelLoad06_RT,eduSM,sex,BDIscore,GDSscore,FOSC,PAAerobic,PABicycling,PAJogging,PALapSwim,PALowIntensity,PARunning,PATennis,PAWalkHike,CardSort_AllAcc,CardSort_AllRT,CardSort_CompScore,CardSort_RawScore,CardSort_RepAcc,CardSort_RepRT,CardSort_SwiAcc,CardSort_SwiRT,CardSort_corScore,CardSort_uncScore,Flanker_AllAcc,Flanker_AllRT,Flanker_CompScore,Flanker_ConAcc,Flanker_ConRT,Flanker_IncAcc,Flanker_IncRT,Flanker_RawScore,Flanker_corScore,Flanker_uncScore,ListSort_RawScore,ListSort_corScore,ListSort_uncScore,OralRead_Theta,OralRead_corScore,OralRead_uncScore,PattComp_RawScore,PattComp_corScore,PattComp_uncScore,PictSeq_RawScore,PictSeq_Theta,PictSeq_corScore,PictSeq_uncScore,PictVocab_Theta,PictVocab_corScore,PictVocab_uncScore
0,11101999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11101014,1.0,6.0,2.063741485278833,1.0,6.0,0.8826285203291667,1.0,6.0,1.027382850648,,,,1.0,6.0,0.9496838649111669,1.0,6.0,1.0466223160426666,0.8333333333333334,6.0,1.3216730356223334,,,,,,,6.4444,1.0,6.0,2.063741485278833,1.0,6.0,0.8826285203291667,1.0,6.0,1.027382850648,1.0,6.0,0.9496838649111669,1.0,6.0,1.0466223160426666,0.8333333333333334,6.0,1.3216730356223334,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.1,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,,,20.0,1.0,3.0,-9999.0,1.5,1.5,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11101013,1.0,6.0,0.9226245878333335,1.0,6.0,1.1726989745,1.0,6.0,1.2032779455,1.0,6.0,1.547284762333333,1.0,6.0,1.914355675333333,0.8333333333333334,6.0,1.103086392,,,,,,,,,,5.1818,1.0,6.0,0.9226245878333335,1.0,6.0,1.1726989745,1.0,6.0,1.2032779455,1.0,6.0,1.547284762333333,1.0,6.0,1.914355675333333,0.8333333333333334,6.0,1.103086392,,,,,,,,,,,,,,,,0.435,0.8333333333333334,12.0,1.9081771807236365,0.8333333333333334,12.0,1.5992433627450833,0.8333333333333334,12.0,1.4396072084255453,0.5833333333333334,12.0,1.8701476400554542,0.75,12.0,1.879299553957273,0.5,12.0,1.8368106683091667,16.0,2.0,-9999.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.9530665666666668,7.44,30.0,1.0,0.9612278695652176,1.0,0.9262508571428573,97.0,98.0,1.0,0.89660905,7.72,1.0,0.8779878333333334,1.0,0.924540875,20.0,90.0,94.0,14.0,89.0,90.0,8.004,118.0,115.0,33.0,78.0,78.0,7.0,-1.338,91.0,90.0,7.815,116.0,120.0
3,11101025,1.0,6.0,0.8057345946629999,0.8333333333333334,6.0,1.0329719781871667,,,,1.0,6.0,1.1282491683954998,0.8333333333333334,6.0,1.2032178243015001,,,,1.0,6.0,1.3222690025966666,1.0,6.0,1.0282432238265,,,,6.9,1.0,6.0,0.8057345946629999,0.8333333333333334,6.0,1.0329719781871667,1.0,6.0,1.1282491683954998,0.8333333333333334,6.0,1.2032178243015001,1.0,6.0,1.3222690025966666,1.0,6.0,1.0282432238265,,,,,,,,,,,,,,,,0.42,0.9166666666666666,12.0,1.6366589502854547,1.0,12.0,1.1515912214914166,0.9166666666666666,12.0,1.4549086491258334,0.9166666666666666,12.0,1.2820598212145453,0.9166666666666666,12.0,1.2394281625747503,0.9166666666666666,12.0,1.4866923093783333,16.0,1.0,11.0,-9999.0,0.0,1.0,0.0,1.5,0.0,1.5,0.0,0.0,2.5,0.9666666666666667,0.7028109333333333,7.92,29.0,1.0,0.6851342173913044,0.8571428571428571,0.7608915714285713,87.0,102.0,1.0,0.6264554,8.31,1.0,0.5633246666666666,1.0,0.7211515,20.0,83.0,100.0,18.0,98.0,105.0,6.306,112.0,110.0,58.0,128.0,130.0,8.0,-1.002,90.0,95.0,1.02,76.0,87.0
4,11101022,1.0,6.0,1.0193207263938333,0.8333333333333334,6.0,1.3948500553783332,,,,1.0,6.0,1.2087818384173332,0.8333333333333334,6.0,1.5253689289091668,,,,0.8333333333333334,6.0,1.8114587863283333,1.0,6.0,1.344757676123333,,,,7.1667,1.0,6.0,1.0193207263938333,0.8333333333333334,6.0,1.3948500553783332,1.0,6.0,1.2087818384173332,0.8333333333333334,6.0,1.5253689289091668,0.8333333333333334,6.0,1.8114587863283333,1.0,6.0,1.344757676123333,,,,,,,,,,,,,,,,0.34,0.6666666666666666,12.0,1.1888246536265,0.8333333333333334,12.0,1.3445800940199166,0.9166666666666666,12.0,1.3834510066288181,0.75,12.0,1.2379992441706364,0.5833333333333334,12.0,1.6634768009194,0.75,12.0,1.6364864309630835,15.0,1.0,1.0,-9999.0,1.5,7.0,4.5,1.5,0.0,1.0,0.0,0.0,-8888.0,1.0,0.5829249000000001,9.06,30.0,1.0,0.5941518260869565,1.0,0.5460364285714284,107.0,112.0,1.0,0.6720287500000001,8.47,1.0,0.6361584166666667,1.0,0.72583425,20.0,86.0,102.0,20.0,107.0,113.0,4.792,101.0,106.0,53.0,107.0,120.0,23.0,0.62,109.0,121.0,3.065,96.0,97.0
5,11101049,1.0,6.0,1.24724404017,1.0,6.0,0.8698008060448332,,,,1.0,6.0,0.808367371559,,,,1.0,6.0,1.2443353335046665,,,,0.8333333333333334,6.0,0.9866237640379999,1.0,6.0,1.1142498652126667,8.3846,1.0,6.0,1.24724404017,1.0,6.0,0.8698008060448332,1.0,6.0,0.808367371559,1.0,6.0,1.2443353335046665,0.8333333333333334,6.0,0.9866237640379999,1.0,6.0,1.1142498652126667,,,,,,,,,,,,,,,,0.555,0.9166666666666666,12.0,1.1187379360190832,1.0,12.0,1.1396273374554167,1.0,12.0,1.1535193920136666,0.8333333333333334,12.0,1.0186140735941664,0.5,12.0,1.3254251281417497,0.75,12.0,1.8258743087453333,12.0,1.0,4.0,-9999.0,7.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.5,1.0,0.5800319333333334,8.96,30.0,1.0,0.5688051739130434,1.0,0.6169198571428571,100.0,111.0,1.0,0.7164846,8.06,1.0,0.6301605833333334,1.0,0.845970625,20.0,74.0,98.0,25.0,128.0,132.0,7.697,125.0,114.0,53.0,106.0,120.0,24.0,0.9309999999999999,113.0,126.0,4.461,110.0,103.0
6,11101071,1.0,6.0,0.8951982259748333,1.0,6.0,1.0418321291598334,,,,1.0,6.0,1.156211892765,1.0,6.0,1.372871756553333,,,,0.5,6.0,1.3145530223848334,0.3333333333333333,6.0,1.4145043690983332,,,,6.75,1.0,6.0,0.8951982259748333,1.0,6.0,1.0418321291598334,1.0,6.0,1.156211892765,1.0,6.0,1.372871756553333,0.5,6.0,1.3145530223848334,0.3333333333333333,6.0,1.4145043690983332,,,,,,,,,,,,,,,,0.285,0.75,12.0,1.6147818764058333,0.6666666666666666,12.0,1.8353581031166666,0.75,12.0,1.726832727590833,0.75,12.0,1.7105134725566664,0.8333333333333334,12.0,1.7548379898058333,0.5833333333333334,12.0,1.904805004596667,20.0,1.0,-9999.0,0.0,16.0,2.5,0.0,0.0,2.5,0.16666666666666666,0.0,0.0,7.0,1.0,0.9609724666666666,7.27,30.0,1.0,0.951589695652174,1.0,0.9918015714285714,101.0,96.0,1.0,1.0859275000000002,7.61,1.0,1.0257739166666664,1.0,1.176157875,20.0,93.0,93.0,16.0,104.0,97.0,4.684,99.0,105.0,45.0,121.0,103.0,6.0,-1.088,100.0,94.0,5.652,106.0,109.0
7,11101047,1.0,6.0,0.9810107151673334,1.0,6.0,1.2144976456983334,,,,0.8333333333333334,6.0,1.3889700174333335,0.8333333333333334,6.0,1.5975927909216665,,,,1.0,6.0,1.655886093775,0.6666666666666666,6.0,1.6249859730416667,,,,6.5,1.0,6.0,0.9810107151673334,1.0,6.0,1.2144976456983334,0.8333333333333334,6.0,1.3889700174333335,0.8333333333333334,6.0,1.5975927909216665,1.0,6.0,1.655886093775,0.6666666666666666,6.0,1.6249859730416667,,,,,,,,,,,,,,,,0.44,0.8333333333333334,12.0,1.9320151329019999,0.9166666666666666,12.0,1.8315889239324996,0.8333333333333334,12.0,1.7353357401763636,0.8333333333333334,12.0,1.7029459873825001,0.9166666666666666,12.0,2.003383378186667,0.5,12.0,2.0629039244227276,16.0,1.0,-9999.0,0.0,3.5,1.5,0.0,0.0,0.16666666666666666,4.5,0.0,2.5,7.0,0.9666666666666667,0.7825854333333334,7.88,29.0,1.0,0.7925038695652175,0.8571428571428571,0.7499962857142857,106.0,101.0,0.95,1.0369914500000001,7.15,1.0,0.8926305,0.875,1.253532875,19.0,85.0,88.0,17.0,108.0,101.0,8.382,122.0,116.0,34.0,86.0,80.0,14.0,0.251,123.0,115.0,7.439,116.0,118.0
8,11101040,1.0,6.0,0.6892468134561667,0.8333333333333334,6.0,0.6795981884002,1.0,6.0,0.7361642916998333,,,,0.8333333333333334,6.0,0.7724618434907999,1.0,6.0,0.8363305330276667,0.8333333333333334,6.0,0.7420275211333333,,,,,,,5.8462,1.0,6.0,0.6892468134561667,0.8333333333333334,6.0,0.6795981884002,1.0,6.0,0.7361642916998333,0.8333333333333334,6.0,0.7724618434907999,1.0,6.0,0.8363305330276667,0.8333333333333334,6.0,0.7420275211333333,,,,,,,,,,,,,,,,0.52,1.0,12.0,1.1210107803353333,0.9166666666666666,12.0,1.1975848277414165,0.9166666666666666,12.0,1.0672535101576666,0.8333333333333334,12.0,1.2518693606044167,0.9166666666666666,12.0,1.0756640831635,0.5833333333333334,12.0,1.224155823391,15.0,1.0,1.0,-9999.0,7.0,0.3333333333333333,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,4.5,1.0,0.44300569999999995,9.91,30.0,1.0,0.4622216086956521,1.0,0.37986771428571436,124.0,119.0,1.0,0.504396,9.5,1.0,0.5134116666666666,1.0,0.4908725,20.0,108.0,112.0,18.0,97.0,105.0,6.886,118.0,112.0,56.0,119.0,126.0,25.0,0.731,114.0,123.0,6.121,119.0,111.0
9,11101023,1.0,6.0,0.7115453879041667,0.8333333333333334,6.0,1.539892768859,0.8333333333333334,6.0,1.2056068579356667,1.0,6.0,1.2310101985936666,1.0,6.0,1.2607613801961666,0.6666666666666666,6.0,0.8999982674924999,,,,,,,,,,4.625,1.0,6.0,0.7115453879041667,0.8333333333333334,6.0,1.539892768859,0.8333333333333334,6.0,1.2056068579356667,1.0,6.0,1.2310101985936666,1.0,6.0,1.2607613801961666,0.6666666666666666,6.0,0.8999982674924999,,,,,,,,,,,,,,,,0.54,0.9166666666666666,12.0,1.4620427651849093,0.9166666666666666,12.0,1.2099440693842498,0.8333333333333334,12.0,1.3155950307856668,0.8333333333333334,12.0,1.5975386879663638,0.5833333333333334,12.0,1.7757274111108334,0.5833333333333334,12.0,2.212850245561818,16.0,1.0,2.0,-9999.0,3.5,2.5,0.3333333333333333,2.5,0.0,1.0,0.0,0.0,2.5,1.0,0.6426328666666667,9.16,30.0,1.0,0.6591974782608696,1.0,0.5882062857142858,107.0,113.0,1.0,0.7463632500000001,8.31,1.0,0.7493500833333334,1.0,0.7418830000000001,20.0,81.0,100.0,12.0,70.0,82.0,7.513,118.0,114.0,49.0,96.0,111.0,13.0,-0.48100000000000004,93.0,103.0,2.5639999999999996,90.0,94.0
