101	0	3	2	9.826	1	2	0	1	0	2	3	3	1	2	1	3	0	3	3	0
101	1	3	2	1.350	1	1	1	2	2	2	1	0	0	3	3	3	0	3	3	0
101	2	0	2	1.878	0	0	3	1	3	0	3	1	1	2	2	2	0	1	3	0
101	3	1	2	2.384	0	0	1	0	1	0	3	3	3	1	2	2	2	3	0	0
101	4	2	2	3.702	1	0	2	1	2	0	3	3	1	0	1	3	2	2	1	0
101	5	0	2	2.297	1	2	0	3	0	1	0	3	3	1	1	2	2	2	2	3
101	6	1	2	1.633	1	1	0	1	0	3	0	2	1	2	3	2	3	0	2	0
101	7	1	2	1.173	1	1	0	3	0	2	1	3	3	0	2	1	2	2	3	1
101	8	1	2	0.956	1	0	1	3	2	2	0	3	3	1	1	0	2	2	3	0
101	9	2	2	1.211	1	2	3	2	0	0	0	3	1	1	1	2	3	3	1	1
101	10	2	2	1.250	1	2	1	3	0	2	0	3	0	2	1	3	1	3	1	2
101	11	3	2	3.636	0	2	3	1	3	1	0	0	0	2	1	2	3	1	2	0
101	12	2	2	1.576	1	1	2	0	3	0	3	2	1	2	0	3	1	3	2	2
101	13	3	2	1.519	1	2	2	0	0	1	2	1	0	1	3	3	3	0	1	3
101	14	1	2	1.352	1	2	3	0	3	0	1	1	2	3	0	1	2	0	1	1
101	15	1	2	1.031	1	2	1	0	0	2	2	1	3	1	3	0	3	2	2	2
101	16	2	2	1.843	1	3	0	0	1	2	3	0	1	2	2	3	1	2	3	2
101	17	2	2	1.375	1	3	2	1	1	1	2	0	3	3	2	0	0	1	3	3
101	18	0	2	2.158	1	3	0	1	0	1	3	2	2	2	1	3	0	3	2	1
101	19	0	2	1.037	1	0	2	0	3	0	1	2	1	2	1	3	3	1	3	0
101	20	3	2	1.802	1	0	2	2	3	1	0	1	0	3	2	3	1	0	1	1
101	21	3	2	3.448	0	3	1	2	2	3	3	0	0	0	1	2	1	0	2	0
101	22	1	2	1.490	1	1	3	3	2	2	2	0	0	0	3	1	1	0	2	2
101	23	2	2	1.756	1	1	1	2	0	0	3	2	2	0	3	3	1	1	0	0
101	24	3	2	5.036	1	1	0	1	3	2	3	2	1	2	0	3	0	2	1	0
101	25	1	2	1.048	1	2	1	3	3	2	1	1	0	0	0	3	2	1	2	1
101	26	0	2	1.779	1	2	3	3	3	2	1	0	1	2	1	0	0	2	1	3
101	27	1	2	1.106	1	1	3	1	2	2	0	0	0	3	3	1	2	2	2	0
101	28	1	2	1.707	1	3	3	0	2	0	1	0	1	2	1	2	3	0	0	1
101	29	3	2	1.612	1	2	3	2	0	2	1	1	1	3	3	0	0	1	2	0
101	30	1	2	1.410	1	0	2	1	1	0	0	3	1	2	2	3	3	1	0	0
101	31	3	2	1.167	1	3	2	3	2	0	2	1	1	1	0	3	0	0	2	0
101	32	2	0	1.270	1	1	2	1	0	3	0	2	0	3	3	1	2	2	0	3
101	33	2	2	2.872	1	1	2	0	2	1	1	0	0	2	3	3	3	3	3	2
101	34	1	0	1.131	1	0	0	2	3	1	0	1	2	1	2	3	3	3	0	0
101	35	3	2	1.460	1	3	0	3	2	1	1	0	2	0	1	3	2	3	1	2
101	36	3	1	1.519	1	1	0	0	3	3	1	2	1	2	0	2	3	2	2	3
101	37	0	0	1.447	1	0	2	0	3	0	2	1	3	3	2	1	1	0	3	0
101	38	1	2	1.443	1	0	0	1	1	3	0	2	2	3	3	1	2	0	3	0
101	39	3	0	1.135	0	3	0	1	1	1	3	2	3	2	0	2	0	3	2	0
101	40	1	0	2.583	0	0	1	1	1	3	3	2	2	2	3	0	0	0	3	2
101	41	1	0	1.413	1	2	2	3	1	3	2	3	1	1	0	0	0	1	1	1
101	42	3	0	1.010	1	2	3	3	3	0	0	1	1	1	0	2	2	0	0	2
101	43	2	0	1.167	1	0	2	1	1	0	3	3	3	0	2	1	2	3	2	0
101	44	2	0	1.382	1	3	3	3	2	0	1	1	2	2	0	1	0	1	0	0
101	45	1	0	1.412	1	3	3	0	1	2	2	0	1	1	2	0	3	1	3	1
101	46	1	0	1.873	1	0	2	3	3	1	1	1	3	2	2	0	0	3	3	1
101	47	0	0	1.260	1	3	1	1	0	0	0	1	2	3	2	3	2	3	3	0
101	48	1	0	1.023	1	3	2	2	2	1	3	0	3	0	1	0	1	2	3	0
101	49	3	0	0.844	1	1	1	0	3	2	2	2	3	1	0	0	3	0	0	0
101	50	0	0	0.960	1	1	1	0	3	2	1	0	3	3	2	0	2	1	1	0
101	51	2	1	1.119	0	2	1	3	1	3	2	0	0	1	3	2	0	0	3	3
101	52	0	1	3.336	1	3	2	0	0	0	1	1	3	2	2	1	3	1	2	1
101	53	0	1	1.384	1	0	3	1	2	2	0	3	0	2	1	1	3	3	3	0
101	54	1	1	1.318	1	1	1	0	3	2	3	0	0	1	2	3	2	2	2	2
101	55	3	1	1.175	1	0	1	0	3	3	1	2	2	2	1	0	3	3	0	2
101	56	0	1	1.038	1	1	2	3	3	3	0	2	1	2	0	0	1	2	2	1
101	57	3	1	1.050	1	1	2	2	3	1	1	0	0	0	2	3	3	1	3	3
101	58	2	1	1.573	1	0	0	3	3	1	0	1	2	2	2	3	1	2	2	2
101	59	0	1	1.628	1	0	2	3	3	3	0	2	1	1	1	0	2	2	2	2
101	60	3	1	1.360	1	2	0	3	3	1	1	1	3	2	0	2	0	2	2	1
101	61	0	1	1.344	1	2	2	1	0	0	0	1	1	2	3	3	3	1	2	1
101	62	0	0	2.432	1	0	3	2	1	1	0	3	0	1	2	2	3	0	3	1
101	63	3	1	1.158	1	3	2	2	1	0	1	2	1	0	0	3	3	1	3	2
101	64	1	2	1.659	0	3	1	0	2	2	1	0	0	2	1	3	3	3	2	0
101	65	1	2	1.951	0	3	0	1	2	3	0	1	2	2	0	1	3	2	3	1
101	66	1	2	1.558	1	2	1	2	1	2	0	0	3	1	3	0	3	2	3	0
101	67	3	2	37.150	0	0	2	2	1	3	1	3	1	3	2	0	0	2	0	3
